1,7.72476196289e-07
2,1.51634216309e-06
3,2.30073928833e-06
4,2.9730796814e-06
5,3.89814376831e-06
6,5.23328781128e-06
7,5.74588775635e-06
8,5.95331192017e-06
9,6.50882720947e-06
10,7.19547271729e-06
11,8.30888748169e-06
12,8.36372375488e-06
13,8.54015350342e-06
14,1.04141235352e-05
15,1.19018554688e-05
16,1.26051902771e-05
17,1.23596191406e-05
18,1.20234489441e-05
19,1.24549865723e-05
20,1.51896476746e-05
21,1.38664245605e-05
22,1.41668319702e-05
23,1.51324272156e-05
24,1.52945518494e-05
25,1.46508216858e-05
26,1.63602828979e-05
27,1.89208984375e-05
28,1.97815895081e-05
29,1.92427635193e-05
30,2.197265625e-05
31,1.88517570496e-05
32,1.63149833679e-05
33,1.99627876282e-05
34,2.72655487061e-05
35,2.45666503906e-05
36,2.74538993835e-05
37,2.37488746643e-05
38,2.53129005432e-05
39,2.43258476257e-05
40,2.59065628052e-05
41,2.49576568604e-05
42,2.7072429657e-05
43,2.85387039185e-05
44,2.74610519409e-05
45,2.79974937439e-05
46,2.62212753296e-05
47,3.20339202881e-05
48,3.39031219482e-05
49,3.55958938599e-05
50,3.62181663513e-05
51,4.15420532227e-05
52,2.95686721802e-05
53,3.56531143188e-05
54,3.69381904602e-05
55,4.1515827179e-05
56,3.83448600769e-05
57,3.99708747864e-05
58,4.05621528625e-05
59,3.52668762207e-05
