2,5.84363937378e-06
4,1.68991088867e-05
6,3.41725349426e-05
8,6.0920715332e-05
10,9.55510139465e-05
12,0.000130186080933
14,0.000204746723175
16,0.000265665054321
18,0.00037392616272
20,0.000441656112671
22,0.000456626415253
24,0.000546445846558
26,0.000611665248871
28,0.000958294868469
30,0.000969069004059
32,0.00110912084579
34,0.00130447387695
36,0.00141278266907
38,0.00126304626465
40,0.00153873682022
42,0.00171931743622
44,0.0016378736496
46,0.00218912601471
48,0.00308974981308
50,0.00272361516953
52,0.00313565254211
54,0.0037902545929
56,0.00421652555466
58,0.00502485990524
