2,4.11748886108e-06
4,1.46889686584e-05
6,3.79371643066e-05
8,7.90786743164e-05
10,0.000143413543701
12,0.000232243537903
14,0.000352404117584
16,0.000508468151093
18,0.000706477165222
20,0.000950765609741
22,0.00124849796295
24,0.00160178661346
26,0.00199579000473
28,0.00251293182373
30,0.00343874931335
32,0.00420274496078
34,0.00454226970673
36,0.00535759925842
38,0.006469810009
40,0.0085435461998
42,0.00814696311951
44,0.0116844725609
46,0.0105617451668
48,0.011828725338
50,0.0133424687386
52,0.0157397580147
54,0.0173150277138
56,0.0188705825806
58,0.0211388015747
