1,1.74283981323e-06
2,4.1127204895e-06
3,8.39233398438e-06
4,1.51991844177e-05
5,2.50482559204e-05
6,3.88193130493e-05
7,5.67555427551e-05
8,7.94434547424e-05
9,0.000107793807983
10,0.000143039226532
11,0.000182666778564
12,0.000230295658112
13,0.000285904407501
14,0.000350127220154
15,0.000424904823303
16,0.000518338680267
17,0.000598366260529
18,0.00070812702179
19,0.000815858840942
20,0.000948302745819
21,0.00108448266983
22,0.00122972249985
23,0.00141696453094
24,0.00157865285873
25,0.00177598953247
26,0.00197777748108
27,0.00221104383469
28,0.00247310876846
29,0.00275290727615
30,0.00301393032074
31,0.0032979798317
32,0.00363536119461
33,0.00394224405289
34,0.00428772211075
35,0.00479779481888
36,0.00504514455795
37,0.00550169706345
38,0.00596169471741
39,0.00641021728516
40,0.00690946102142
41,0.00825048923492
42,0.00792337417603
43,0.00851603984833
44,0.00911871433258
45,0.00969326972961
46,0.0103065371513
47,0.0110174679756
48,0.0116765117645
49,0.012372546196
50,0.0131649708748
51,0.0138895606995
52,0.0147099375725
53,0.0154890823364
54,0.0191006112099
55,0.0173323202133
56,0.0183238983154
57,0.0192655658722
58,0.0202255010605
59,0.0213368678093
