5,6.31093978882e-06
6,6.82592391968e-06
7,7.96794891357e-06
8,9.45806503296e-06
9,1.06430053711e-05
10,1.24979019165e-05
11,1.35517120361e-05
12,1.51133537292e-05
13,1.65343284607e-05
14,1.77979469299e-05
15,1.92642211914e-05
16,2.06828117371e-05
17,2.19202041626e-05
18,2.34627723694e-05
19,2.50649452209e-05
20,2.62951850891e-05
21,2.77733802795e-05
22,2.94303894043e-05
23,3.0734539032e-05
24,3.2651424408e-05
25,3.36122512817e-05
26,3.51500511169e-05
27,3.68785858154e-05
28,3.94415855408e-05
29,4.08625602722e-05
30,4.27174568176e-05
31,4.4047832489e-05
32,4.55594062805e-05
33,4.70209121704e-05
34,4.93550300598e-05
35,5.12647628784e-05
36,5.2502155304e-05
37,5.44857978821e-05
38,5.56540489197e-05
39,5.62739372253e-05
40,5.83267211914e-05
41,6.4537525177e-05
42,6.21485710144e-05
43,6.36339187622e-05
44,6.55770301819e-05
45,6.75773620605e-05
46,7.13515281677e-05
47,7.00283050537e-05
48,7.24315643311e-05
49,7.319688797e-05
50,7.61151313782e-05
51,7.63654708862e-05
52,7.70282745361e-05
53,7.8432559967e-05
54,8.16106796265e-05
55,8.61215591431e-05
56,8.45122337341e-05
57,8.51917266846e-05
58,8.69917869568e-05
59,8.86487960815e-05
